text,label
顾我劳生,1569
顾我劳生何,2143
顾我劳生何足,1731
扇,2084
扇锦,2150
何,385
何处,1573
何处倚,855
何处倚阑,900
未,368
未脱,2060
未脱众,1743
未脱众鱼,70
哀,1819
哀垫,924
叶,376
叶密,1584
叶密鸣,1711
叶密鸣蝉,2183
平,848
平生,1760
平生竹,1291
平生竹如,258
秉,1567
秉德,2203
秉德崔,9
秉德崔瑗,139
倏,565
倏去,1192
倏去忽,998
倏去忽来,2070
倏去忽来应,1498
倏去忽来应有,258
东,807
东蛮,1498
东蛮有,1973
东蛮有谢,1616
人,1916
人实,667
人实不,1070
人实不易,1423
惆,465
惆怅,300
惆怅难,1097
惆怅难再,269
窃,348
窃闻,1965
窃闻天,1425
窃闻天子,342
窃闻天子已,1591
窃闻天子已传,227
猥,1628
猥诵,1038
猥诵佳,1761
猥诵佳句,511
人,1498
人有,2120
人有上,1299
人有上皇,1377
金,544
金城,500
金城蓄,473
金城蓄峻,415
命,1580
命之,35
王,1498
王有,1980
王有虎,135
王有虎臣,177
王有虎臣司,1452
王有虎臣司苑,1919
檐,359
檐前,1830
檐前甘,1372
檐前甘菊,1093
檐前甘菊移,1199
檐前甘菊移时,1267
晚,998
晚来,542
晚来山,2221
晚来山更,1345
脱,2014
脱身,2017
脱身簿,296
脱身簿尉,878
辇,359
辇前,576
辇前才,2074
辇前才人,1334
辇前才人带,1997
辇前才人带弓,914
终,1380
终愧,1302
终愧巢,2248
终愧巢与,843
天,664
天地,2325
天地黤,1476
天地黤惨,1192
天地黤惨忽,2265
天地黤惨忽异,1625
扬,1529
扬帆,1381
扬帆截,697
扬帆截海,1141
春,1625
春色,1829
春色满,2174
春色满幽,542
讲,2300
讲论,854
讲论陪,2302
讲论陪诸,1425
人,169
人间,2018
人间夜,186
人间夜寥,2145
乘,965
乘清,470
言,1580
言之,1449
言之主,1078
言之主父,1169
言之主父伤,1449
言之主父伤主,1886
林,1572
林莽,2148
林莽北,1067
林莽北弥,634
阶,359
阶前,1294
阶前群,453
阶前群壑,1962
娇,1130
娇莺,495
娇莺二,452
娇莺二月,1238
庆,1634
庆无,464
昆,1202
昆仑,1893
昆仑崆,2134
昆仑崆峒,1548
官,989
官属,1655
官属果,12
官属果称,105
得,226
得兼,1932
得兼梁,1740
得兼梁甫,1913
怜,1166
怜君,1867
怜君片,1379
怜君片云,1182
五,2057
五花,1173
五花散,1308
五花散作,1379
五花散作云,1829
五花散作云满,2014
阳,1864
阳台,1345
阳台碧,308
阳台碧峭,874
阳台碧峭十,495
阳台碧峭十二,1969
此,2014
此身,693
此身饮,1753
此身饮罢,1634
此身饮罢无,1907
此身饮罢无归,385
长,1565
长袖,1474
长袖平,1686
长袖平阳,361
谈,842
谈玄,2022
谈玄殊,1931
谈玄殊未,342
难,999
难拒,2174
难拒幽,2095
难拒幽明,279
陈,278
陈王,1318
陈王昔,1199
陈王昔时,1213
陈王昔时宴,1474
陈王昔时宴平,1149
陆,516
陆机,495
陆机二,874
陆机二十,1308
陆机二十作,1436
陆机二十作文,419
楚,560
楚关,634
楚关望,2047
楚关望秦,1748
驱,426
驱豺,2250
黎,1580
黎之,1686
河,948
河县,1378
河县柳,6
河县柳林,2026
方,1423
方知,2230
方知象,630
方知象教,940
云,1011
云雾,1496
云雾晦,783
云雾晦冥,1049
云雾晦冥方,2099
云雾晦冥方降,864
浮,1965
浮天,520
浮天渤,1885
浮天渤澥,861
竹,451
竹引,163
竹引携,800
竹引携琴,1952
高,1820
高步,778
高步蹑,902
高步蹑华,182
金,115
金鞭,2277
金鞭断,1083
金鞭断折,1272
金鞭断折九,718
金鞭断折九马,54
鼍,1308
鼍作,232
鼍作鲸,2135
鼍作鲸吞,667
鼍作鲸吞不,1228
鼍作鲸吞不复,1423
殷,1585
殷殷,757
殷殷寻,664
殷殷寻地,154
后,899
后土,791
荒,1109
荒芜,1623
荒芜三,3
荒芜三径,2294
功,667
功不,1208
功不可,1313
蛾,691
蛾眉,1753
蛾眉罢,2057
蛾眉罢花,1599
楚,688
楚魂,757
楚魂寻,2211
楚魂寻梦,1377
楚魂寻梦风,1050
楚魂寻梦风飔,1337
禾,848
禾生,1836
禾生陇,374
禾生陇亩,1634
禾生陇亩无,1304
禾生陇亩无东,472
所,28
所向,469
所向泥,920
所向泥活,920
老,998
老来,417
老来苦,925
老来苦便,1195
妆,1709
妆镜,1267
妆镜晚,543
妆镜晚窥,1427
燕,14
燕觅,1302
燕觅巢,1756
燕觅巢窠,385
物,1895
物比,1484
物比柯,1203
物比柯亭,4
物比柯亭韵,1162
物比柯亭韵校,1036
贫,1289
贫窭,1498
贫窭有,538
贫窭有仓,649
不,1423
不知,1034
不知为,1589
不知为暮,313
不知为暮雨,1411
不知为暮雨兮,1034
不知为暮雨兮为,378
不知为暮雨兮为朝,1379
乍,28
乍向,365
乍向草,878
乍向草中,1705
乍向草中耿,581
乍向草中耿介,54
羲,2199
羲和,115
羲和鞭,323
羲和鞭白,1845
窃,1114
窃效,933
窃效贡,784
窃效贡公,1262
笔,1320
笔迹,1276
笔迹远,107
笔迹远过,420
笔迹远过杨,1188
笔迹远过杨契,339
但,1016
但见,551
但见黄,1379
但见黄云,1653
徊,2231
徊翔,1855
徊翔必,1498
徊翔必有,1619
君,667
君不,1016
君不见,1105
君不见管,251
君不见管鲍,1021
君不见管鲍贫,1199
君不见管鲍贫时,2016
驰,1945
驰骋,1331
驰骋功,1619
驰骋功名,223
驰骋功名业,692
驰骋功名业帝,278
已,366
已经,1958
已经百,1845
已经百日,1465
已经百日窜,1430
已经百日窜荆,1558
蕃,1647
蕃军,489
蕃军遥,1016
蕃军遥见,741
蕃军遥见汉,1643
蕃军遥见汉家,796
寒,183
寒多,1931
寒多未,747
寒多未授,975
惟,1567
惟德,1598
对,484
对此,1169
对此伤,2074
对此伤人,1303
画,866
画师,231
画师亦,1634
画师亦无,755
主,12
主称,2007
主称寿,1912
主称寿尊,383
昭,1686
昭阳,1611
昭阳殿,2066
昭阳殿里,1668
昭阳殿里第,272
昭阳殿里第一,2074
苍,1592
苍梧,1379
苍梧云,530
苍梧云正,466
开,1968
开筵,968
开筵旧,2222
开筵旧岘,542
兵,1104
兵戎,667
兵戎不,2016
兵戎不交,1825
南,757
南寻,2247
南寻禹,1917
南寻禹穴,1016
南寻禹穴见,1079
南寻禹穴见李,323
烟,1011
烟雾,1173
烟雾散,1526
烟雾散玉,588
羽,2150
羽翼,907
羽翼嗟,977
羽翼嗟零,1367
故,2074
故人,1965
故人天,272
故人天一,509
篱,2026
篱边,760
篱边野,1325
篱边野外,183
篱边野外多,2060
篱边野外多众,312
苍,1987
苍苍,1525
苍苍茂,1896
苍苍茂陵,1210
岂,1208
岂可,1489
岂可久,1699
岂可久在,278
岂可久在王,2307
岂可久在王侯,169
再,1903
再拜,379
再拜宜,958
再拜宜同,250
再拜宜同丈,2074
再拜宜同丈人,1141
乃,1699
乃在,1345
乃在碧,697
乃在碧海,1580
乃在碧海之,1304
乃在碧海之东,949
列,1968
列筵,2319
列筵邀,90
列筵邀酒,274
鬓,478
鬓发,2329
鬓发各,342
鬓发各已,1987
知,515
知章,1249
知章骑,718
知章骑马,2104
知章骑马似,289
知章骑马似乘,663
所,1380
所愧,1748
所愧国,835
所愧国士,1423
背,2148
背北,697
清,119
清渭,1304
清渭东,2243
清渭东流,607
清渭东流剑,869
清渭东流剑阁,1962
伫,1482
伫立,634
伫立望,1056
伫立望夫,1166
吐,1902
吐霓,2225
吐霓翳,1845
态,1871
态浓,258
态浓意,1276
态浓意远,2332
态浓意远淑,2115
态浓意远淑且,2073
象,799
象床,1526
象床玉,1333
象床玉手,897
象床玉手乱,1585
象床玉手乱殷,1427
沉,1913
沉吟,1278
沉吟坐,472
沉吟坐西,1605
能,2241
能添,1408
能添老,1210
能添老树,595
能添老树巅,1769
能添老树巅崖,2066
知,1166
知君,1807
知君重,1924
知君重毫,1856
沽,90
沽酒,667
沽酒不,1228
沽酒不复,1342
张,784
张公,1892
张公叹,1248
张公叹其,1429
张公叹其材,1125
张公叹其材尽,992
万,914
万箭,1882
万箭千,1512
万箭千刀,272
万箭千刀一,2018
万箭千刀一夜,1810
先,848
先生,1786
先生早,419
先生早赋,1907
先生早赋归,565
先生早赋归去,998
如,271
如今,1939
如今岂,1634
如今岂无,1092
如今岂无騕,144
如今岂无騕褭,2248
如今岂无騕褭与,49
如今岂无騕褭与骅,853
须,1423
须知,2097
须知世,2191
须知世路,300
须知世路难,1246
须知世路难轻,1650
缄,1679
缄书,2052
缄书报,1425
缄书报子,1526
臣,1291
臣如,1192
臣如忽,2027
臣如忽至,157
晤,1963
晤语,1188
晤语契,1962
晤语契深,1303
翠,691
翠眉,1711
翠眉蝉,224
翠眉蝉鬓,848
翠眉蝉鬓生,1661
翠眉蝉鬓生别,270
不,1654
不阻,827
不阻蓬,2292
不阻蓬荜,1837
叠,1210
叠树,2024
叠树层,1206
叠树层楹,1037
叠树层楹相,860
叠树层楹相对,1140
虽,78
虽圣,513
虽圣莫,17
虽圣莫能,1154
移,123
移因,1377
移因风,313
移因风雨,1849
隔,172
隔屋,684
隔屋唤,472
隔屋唤西,1643
风,559
风吹,383
风吹客,975
风吹客衣,1845
风吹客衣日,1066
风吹客衣日杲,1066
朝,998
朝来,1489
朝来久,2048
朝来久试,902
朝来久试华,1605
朝来久试华轩,992
芳,365
芳草,1689
芳草渡,1435
芳草渡头,1603
芳草渡头微,313
芳草渡头微雨,1199
蹙,2006
蹙金,2067
蹙金孔,197
蹙金孔雀,37
蹙金孔雀银,1770
蹙金孔雀银麒,1934
庶,2143
庶足,1729
庶足充,1560
庶足充淹,2130
空,1591
空传,2025
空传沈,839
空传沈隐,2307
游,2074
游人,1428
游人闲,1140
游人闲起,359
游人闲起前,378
游人闲起前朝,1870
哀,1441
哀丝,1882
哀丝千,2326
哀丝千古,1303
吁,907
吁嗟,165
吁嗟呼,1987
吁嗟呼苍,848
与,1213
与宴,1956
与宴非,1374
与宴非短,2032
本,1019
本自,1848
本自寒,102
本自寒女,955
云,1919
云门,496
回,2063
回瞻,992
回瞻下,542
回瞻下山,2191
欹,966
欹岸,891
欹岸侧,1270
欹岸侧岛,1849
欹岸侧岛秋,1924
欹岸侧岛秋毫,1152
开,1605
开轩,808
开轩览,2169
开轩览物,902
淅,908
淅淅,888
淅淅溪,1377
淅淅溪风,272
淅淅溪风一,966
淅淅溪风一岸,2088
生,102
生女,1595
生女犹,105
生女犹是,1633
生女犹是嫁,1895
生女犹是嫁比,1329
翠,334
翠旗,1354
翠旗澹,27
翠旗澹偃,209
读,1753
读罢,1487
读罢泪,546
读罢泪沾,1575
萧,1416
萧洒,1561
萧洒送,1845
萧洒送日,452
百,1143
百辟,1903
百辟拜,608
百辟拜稽,1506
山,784
山公,998
山公来,2078
山公来取,1750
客,2191
客路,1495
客路迢,1495
客路迢迢,471
客路迢迢信,300
客路迢迢信难,967
朱,2219
朱绂,1489
朱绂久,225
朱绂久惭,1865
朱绂久惭官,2140
朱绂久惭官借,2248
入,1919
入门,348
入门闻,200
入门闻号,1586
湘,1557
湘妃,741
湘妃汉,102
湘妃汉女,955
湘妃汉女出,65
湘妃汉女出歌,557
实,1604
实欲,569
实欲邦,1748
实欲邦国,920
佳,2074
佳人,667
佳人不,1097
佳人不再,187
顽,1034
顽为,1580
顽为之,286
谁,712
谁道,542
谁道山,784
谁道山公,1750
未,1688
未觉,1882
未觉千,2006
未觉千金,1829
未觉千金满,1131
未觉千金满高,2053
莫,466
莫愁,1907
莫愁归,2191
莫愁归路,2184
列,413
列缺,1593
列缺掉,1904
山,6
山林,1320
山林迹,1291
山林迹如,1986
交,132
交情,1569
交情何,2274
交情何尚,511
与,1166
与君,65
与君歌,272
与君歌一,361
焉,17
焉能,1303
焉能心,1292
焉能心怏,1292
执,1889
执缚,1907
执缚归,1196
执缚归厥,1460
勿,1074
勿受,1325
勿受外,1132
勿受外嫌,578
沧,1517
沧浪,1536
沧浪水,1962
沧浪水深,1694
沧浪水深青,1285
沧浪水深青溟,631
凫,99
凫鹥,1173
凫鹥散,897
凫鹥散乱,905
凫鹥散乱棹,1726
凫鹥散乱棹讴,478
开,697
开海,1919
九,2066
九里,471
九里信,667
九里信不,1154
委,361
委曲,1016
委曲见,750
委曲见江,542
得,2094
得听,52
得听法,278
得听法王,366
行,1674
行者,837
行者靡,667
行者靡不,1907
夜,1494
夜泊,2047
夜泊秦,434
夜泊秦淮,1728
夜泊秦淮近,90
夜泊秦淮近酒,1643
取,1685
取用,1639
取用及,1875
取用及吾,2014
雨,1225
雨泻,1589
雨泻暮,813
雨泻暮檐,1760
江,542
江山,1524
江山增,1043
江山增润,1625
兹,2124
兹焉,1248
兹焉其,2001
兹焉其窟,2107
云,844
云结,1962
云结深,57
云结深闺,1919
变,1154
变通,1580
变通之,157
挥,1416
挥洒,231
挥洒亦,513
挥洒亦莫,1895
美,2074
美人,1411
美人兮,1445
美人兮美,2074
只,271
只今,198
只今谁,755
只今谁数,304
只今谁数贰,866
只今谁数贰师,1331
敌,1313
敌逾,111
芳,1210
芳树,342
芳树已,186
芳树已寥,1367
一,294
一索,1331
一索功,1131
一索功高,1889
一索功高缚,596
一索功高缚楚,278
杨,2057
杨花,72
杨花雪,1367
杨花雪落,325
杨花雪落覆,323
杨花雪落覆白,1908
忘,493
忘形,662
忘形到,267
忘形到尔,1929
郁,1270
郁岛,2102
郁岛藏,1962
郁岛藏深,1760
游,436
游蜂,1009
游蜂竞,1475
游蜂竞攒,1754
夜,392
夜飞,1693
夜飞延,1849
夜飞延秋,1919
夜飞延秋门,2120
夜飞延秋门上,165
误,1952
误入,1744
误入桃,681
误入桃源,2066
往,2326
往古,667
往古不,721
往古不得,355
是,1569
是何,258
是何意,280
是何意态,85
是何意态雄,2115
是何意态雄且,404
银,354
银鞍,2096
银鞍却,325
银鞍却覆,1176
银鞍却覆香,1013
银鞍却覆香罗,812
我,366
我经,902
我经华,887
我经华原,998
山,72
山雪,895
山雪河,1300
山雪河冰,760
山雪河冰野,936
山雪河冰野萧,164
广,1436
广文,662
广文到,1865
广文到官,1808
疑,105
疑是,1952
疑是入,2089
疑是入鸡,542
念,1425
念子,1569
念子何,208
念子何当,1907
共,1308
共作,2246
共作游,1828
共作游冶,138
梦,878
梦中,1750
梦中醉,1724
梦中醉卧,416
梦中醉卧巫,542
梦中醉卧巫山,1379
离,2072
离恨,1661
离恨别,359
离恨别前,1679
贾,545
贾傅,996
贾傅松,2254
贾傅松醪,90
晨,1377
晨风,157
晨风理,1907
晨风理归,905
给,1846
给园,1921
给园支,792
给园支遁,839
闺,1919
闺门,331
闺门孝,1954
闺门孝友,363
龙,2230
龙象,366
龙象经,1141
龙象经行,385
满,2234
满谷,1455
满谷连,542
满谷连山,1691
满谷连山遍,2331
满谷连山遍哭,363
采,108
采采,551
采采黄,2006
采采黄金,2057
此,712
此道,271
此道今,2074
此道今人,26
此道今人弃,1291
此道今人弃如,899
时,1373
时俗,1338
时俗造,1930
时俗造次,168
时俗造次那,721
时俗造次那得,2275
放,1333
放手,1169
放手伤,916
放手伤葵,602
悲,1105
悲管,706
悲管逐,965
悲管逐清,164
十,321
十口,1751
十口隔,1377
十口隔风,72
捷,1679
捷书,1035
捷书先,2009
捷书先奏,1931
捷书先奏未,2262
捷书先奏未央,2336
石,2138
石室,1634
石室无,2074
石室无人,662
汗,2216
汗血,271
汗血今,12
汗血今称,742
汗血今称献,2077
汗血今称献于,484
行,2074
行人,1997
行人弓,914
行人弓箭,2329
行人弓箭各,1699
行人弓箭各在,1508
禾,1435
禾头,848
禾头生,1680
禾头生耳,961
禾头生耳黍,1670
禾头生耳黍穗,309
王,649
王卒,1291
王卒如,392
王卒如飞,1178
曲,750
曲江,936
曲江萧,1160
曲江萧条,1849
曲江萧条秋,641
曲江萧条秋气,1131
为,151
为问,1848
为问寒,201
为问寒沙,511
为问寒沙新,662
为问寒沙新到,890
官,1262
官喜,910
官喜故,2074
官喜故人,1455
佯,1034
佯为,462
佯为僵,503
佯为僵踣,1449
佯为僵踣主,1078
佯为僵踣主父,359
吞,363
吞声,518
吞声踯,1301
吞声踯躅,1002
吞声踯躅涕,1487
吞声踯躅涕泪,977
炙,1333
炙手,1208
炙手可,1106
炙手可热,29
炙手可热势,1581
炙手可热势绝,2062
尚,381
尚谓,1545
尚谓求,1634
尚谓求无,493
王,1193
王乔,567
王乔随,1085
王乔随鹤,2260
东,2128
东将,1952
东将入,697
东将入海,567
东将入海随,2286
东将入海随烟,1011
二,874
二十,2179
二十四,61
二十四桥,2095
二十四桥明,452
二十四桥明月,2018
读,1679
读书,767
读书破,1780
读书破万,963
泉,955
泉出,307
泉出巨,1743
泉出巨鱼,593
泉出巨鱼长,1895
泉出巨鱼长比,2074
带,1191
带甲,2115
带甲且,998
带甲且来,1715
象,493
象形,923
宫,102
宫女,1267
宫女晚,1423
宫女晚知,2297
草,1364
草木,1493
草木穷,1849
草木穷秋,1207
动,1505
动影,136
动影袅,1421
动影袅窕,468
动影袅窕冲,2289
动影袅窕冲融,169
功,1706
功以,1400
信,306
信宿,2246
信宿游,194
信宿游衍,2145
何,399
何幸,50
何幸遇,2294
何幸遇休,2095
长,1983
长安,1536
长安水,2026
长安水边,183
长安水边多,1510
长安水边多丽,2074
能,343
能令,743
能令许,842
能令许玄,2295
惊,165
惊呼,1106
惊呼热,878
惊呼热中,429
染,1178
染翰,1171
染翰聊,2278
染翰聊题,1497
被,1653
被驱,667
被驱不,2265
被驱不异,1877
被驱不异犬,2248
被驱不异犬与,2089
划,1016
划见,784
划见公,1425
划见公子,2114
哀,1584
哀鸣,1569
哀鸣何,297
哀鸣何所,1059
思,1166
思君,1166
思君君,667
思君君不,1423
草,1613
草虫,1848
草虫寒,667
草虫寒不,348
况,208
况当,2136
况当朱,74
况当朱炎,1511
乃,188
乃溃,207
乃溃乃,1297
道,1740
道甫,151
道甫问,471
道甫问信,271
道甫问信今,1569
道甫问信今何,1291
陶,421
陶陶,1949
陶陶兀,1949
陶陶兀兀,798
陶陶兀兀大,1750
陶陶兀兀大醉,2077
陶陶兀兀大醉于,1694
陶陶兀兀大醉于青,783
陶陶兀兀大醉于青冥,323
陶陶兀兀大醉于青冥白,2003
陶陶兀兀大醉于青冥白昼,169
结,1811
结构,1514
结构依,561
结构依空,6
秋,479
秋冬,1034
秋冬为,175
华,22
华省,18
华省曾,388
华省曾联,919
王,1886
王母,2003
王母昼,992
王母昼下,1379
王母昼下云,334
王母昼下云旗,494
何,1706
何以,1912
何以尊,2179
何以尊四,125
多,835
多士,2215
多士盈,378
多士盈朝,295
真,603
真宰,2120
真宰上,824
真宰上诉,1965
真宰上诉天,2070
真宰上诉天应,1631
青,637
青蕊,1807
青蕊重,1686
青蕊重阳,667
青蕊重阳不,1179
青蕊重阳不堪,1784
自,2277
自断,484
自断此,848
自断此生,2294
自断此生休,151
自断此生休问,1965
孤,1821
孤英,2245
孤英尤,1208
孤英尤可,2118
独,1699
独在,678
独在阴,1769
独在阴崖,844
独在阴崖结,1282
独在阴崖结茅,172
决,1348
决眦,1952
决眦入,1907
决眦入归,941
威,1316
威畏,1567
威畏德,1749
游,436
游蜂,693
游蜂饮,1176
游蜂饮香,1691
独,1168
独好,231
独好亦,1569
独好亦何,2042
下,1907
下归,1634
下归无,1988
下归无极,439
下归无极终,1157
下归无极终南,309
侧,348
侧闻,1298
侧闻鲁,1974
侧闻鲁恭,882
高,1864
高台,2114
高台面,1987
高台面苍,153
巫,102
巫女,2050
喧,699
喧喧,2321
喧喧斗,2089
喧喧斗鸡,712
独,1820
独步,741
独步汉,1157
独步汉南,998
宁,1423
宁知,755
宁知数,1867
宁知数片,1379
眼,1498
眼有,1869
眼有紫,1025
眼有紫焰,1175
眼有紫焰双,1737
眼有紫焰双瞳,1049
歌,1710
歌逢,2171
歌逢彭,1860
歌逢彭泽,343
好,1377
好风,1238
好风初,1172
好风初婉,804
昔,1661
昔别,1166
昔别君,1931
昔别君未,723
骅,853
骅骝,1308
骅骝作,704
骅骝作驹,342
骅骝作驹已,1028
骅骝作驹已汗,2216
流,281
流洪,352
身,2120
身上,1634
身上无,1498
身上无有,584
身上无有完,732
身上无有完肌,349
艰,300
艰难,958
艰难同,365
艰难同草,1480
竟,760
竟野,1291
竟野如,1767
竟野如春,902
到,1643
到家,1845
到家日,342
到家日已,474
山,834
山耸,1742
山耸助,1481
山耸助扶,1369
见,1580
见之,659
见之座,1015
见之座右,1489
见之座右久,2221
见之座右久更,511
千,2006
千金,1173
千金散,1125
千金散尽,1414
千金散尽还,1228
千金散尽还复,998
执,1333
执手,2072
执手恨,1034
执手恨为,1661
更,348
更闻,1679
更闻书,1659
更闻书即,919
舟,1425
舟子,1262
舟子喜,776
舟子喜甚,1634
舟子喜甚无,470
舟子喜甚无氛,396
天,2128
天将,1747
天将龙,334
天将龙旗,713
天将龙旗掣,697
天将龙旗掣海,1379
啖,2307
啖侯,1795
啖侯笔,667
啖侯笔不,1509
方,1423
方知,203
方知仙,1425
方知仙子,2107
坐,1489
坐久,1377
坐久风,766
坐久风颇,466
顾,1505
顾影,184
顾影骄,1574
顾影骄嘶,1019
顾影骄嘶自,2181
顾影骄嘶自矜,491
挂,915
挂席,1019
挂席自,848
挂席自生,1377
行,1149
行乐,206
行乐羡,386
行乐羡朋,642
群,2243
群流,1732
群流会,561
群流会空,361
秋,998
秋来,1445
秋来美,2221
秋来美更,1176
穷,1515
穷年,1438
穷年忧,2153
穷年忧黎,499
愿,1530
愿腾,1305
愿腾六,2213
愿腾六尺,718
鸣,1447
鸣弦,234
鸣弦暂,2173
鸣弦暂辍,1226
迢,1495
迢迢,312
迢迢芳,1846
迢迢芳园,1210
歇,718
歇马,1683
歇马凭,1379
歇马凭云,306
柏,1932
柏梁,883
柏梁铜,197
柏梁铜雀,848
柏梁铜雀生,551
柏梁铜雀生黄,988
玉,2057
玉花,1129
玉花珍,1923
玉花珍簟,2120
百,2066
百里,348
百里闻,1107
百里闻雷,1642
梅,451
梅引,2188
梅引冻,2254
梅引冻醪,687
苍,1592
苍梧,323
苍梧白,1379
苍梧白云,1276
浩,65
浩歌,1067
浩歌弥,1946
浩歌弥激,1794
坡,1483
坡陀,123
坡陀因,1170
坡陀因厚,664
德,1912
德尊,272
德尊一,1809
德尊一代,1609
德尊一代常,1520
德尊一代常轗,1328
岂,1498
岂有,2179
岂有四,1008
岂有四蹄,204
岂有四蹄疾,2077
岂有四蹄疾于,941
桓,2128
桓将,1647
桓将军,1016
桓将军见,667
桓将军见不,630
桓将军见不教,559
天,848
天生,1069
天生我,1429
天生我材,1855
天生我材必,1498
天生我材必有,1685
那,17
那能,1566
那能总,1999
那能总箝,321
长,848
长生,1364
长生木,2168
长生木瓢,931
长生木瓢示,2073
长生木瓢示真,106
如,1569
如何,1767
如何春,452
如何春月,1378
铁,542
铁山,862
不,1688
不觉,816
不觉晓,2089
不觉晓鸡,1584
一,2239
一举,310
一举刈,1479
一举刈膻,956
自,1862
自爱,750
自爱江,544
自爱江城,1042
烟,470
烟氛,166
烟氛蔼,390
烟氛蔼崷,1922
再,2046
再使,1377
再使风,1373
再使风俗,640
桐,2057
桐花,1367
桐花落,664
桐花落地,1634
桐花落地无,2074
桐花落地无人,1986
脑,830
脑涂,887
脑涂原,760
何,385
何处,350
何处躬,2192
何处躬耕,1674
白,1845
白日,1255
白日啾,1147
白日啾嘲,986
白日啾嘲祸,1780
白日啾嘲祸万,516
少,2283
少昊,1141
少昊行,965
少昊行清,1849
风,45
风动,2006
风动金,679
风动金锒,371
羲,2199
羲和,1137
羲和显,1734
畴,17
畴能,1597
畴能补,1965
畴能补天,1863
霁,1011
霁雾,1872
霁雾搴,1131
霁雾搴高,857
耶,2162
耶娘,566
耶娘妻,1425
耶娘妻子,330
耶娘妻子走,1037
耶娘妻子走相,1561
东,6
东林,864
东林精,1808
东林精舍,1728
疑,105
疑是,1893
疑是崆,2134
疑是崆峒,998
浩,791
浩荡,289
浩荡乘,15
浩荡乘沧,1285
少,1620
少壮,17
少壮能,114
少壮能几,1199
义,784
义公,1739
义公习,1356
义公习禅,385
漾,1505
漾影,706
漾影逐,654
漾影逐波,1962
应,1333
应手,1326
应手看,2309
应手看捶,443
紫,1960
紫驼,1580
紫驼之,1969
紫驼之峰,955
紫驼之峰出,726
紫驼之峰出翠,372
回,1506
回首,625
回首叫,1366
回首叫虞,1439
张,1587
张旭,1623
张旭三,42
张旭三杯,365
张旭三杯草,78
张旭三杯草圣,1591
合,1580
合之,1697
功,2208
功成,91
功成惠,1852
功成惠养,567
功成惠养随,297
功成惠养随所,2275
清,1437
清晨,634
清晨望,1131
清晨望高,1517
乡,1846
乡园,1408
乡园老,272
乡园老一,605
奋,1248
奋其,85
奋其雄,522
猜,443
猜钩,2290
猜钩每,1678
猜钩每误,947
氓,2194
氓毕,1204
不,1228
不复,1016
不复见,1474
不复见平,1800
此,718
此马,1229
此马临,1777
此马临阵,1489
此马临阵久,1634
此马临阵久无,1030
推,499
推元,135
高,1864
高台,1495
高台迢,774
高台迢递,1581
高台迢递绝,1840
高台迢递绝浮,396
缘,1379
缘云,965
缘云清,867
缘云清切,65
缘云清切歌,363
缘云清切歌声,2120
天,309
天黑,1978
天黑闭,1767
天黑闭春,1884
谁,17
谁能,1489
谁能久,667
谁能久不,380
累,550
累累,998
累累来,1019
累累来自,1304
孰,381
孰谓,1875
孰谓吾,1470
孰谓吾庐,2174
圣,1567
圣德,2148
圣德北,1287
圣德北服,1157
圣德北服南,2270
圣德北服南单,2077
阴,641
阴气,667
阴气不,2172
阴气不黪,2195
河,741
河汉,363
河汉声,472
河汉声西,2243
复,1498
复有,1694
复有青,1042
复有青楼,798
复有青楼大,712
复有青楼大道,878
欲,757
欲寻,902
欲寻华,1937
欲寻华顶,565
四,697
四海,480
四海八,1814
四海八荒,958
四海八荒同,272
四海八荒同一,1379
中,2018
中夜,2001
中夜窟,2107
中夜窟宅,938
饮,1703
饮食,107
饮食过,1481
饮食过扶,1071
不,348
不闻,1623
不闻三,363
不闻三声,1018
犹,1635
犹忆,483
犹忆岁,1848
犹忆岁寒,996
会,105
会是,1029
会是排,1377
会是排风,1498
会是排风有,1953
会是排风有毛,588
与,2074
与人,272
与人一,1303
与人一心,2208
与人一心成,798
与人一心成大,1331
为,1069
为我,353
为我炊,273
为我炊雕,2253
斫,1101
斫枭,244
小,2074
小人,570
小人困,2085
小人困驰,610
老,566
老妻,921
老妻寄,2265
老妻寄异,948
卿,1643
卿家,968
卿家旧,1682
卿家旧赐,784
卿家旧赐公,2078
卿家旧赐公取,1580
星,2249
星辰,1228
城,878
城中,2321
城中斗,1010
城中斗米,1094
城中斗米换,1935
城中斗米换衾,780
红,2069
红霞,1869
红霞紫,2286
红霞紫烟,1644
红霞紫烟凝,1408
红霞紫烟凝老,1497
问,689
问答,207
问答乃,1931
问答乃未,342
血,1308
血作,213
血作陈,421
血作陈陶,1860
血作陈陶泽,878
血作陈陶泽中,1536
无,1182
无思,667
无思不,1287
无思不服,642
明,1845
明日,936
明日萧,1160
明日萧条,1750
明日萧条醉,1125
明日萧条醉尽,1957
西,818
西指,1931
西指未,2262
西指未央,2336
富,98
富兵,1104
触,1106
触热,28
触热向,48
触热向武,1388
男,1198
男儿,1331
男儿功,1619
男儿功名,1576
赋,1158
赋料,1717
赋料扬,85
赋料扬雄,1030
赖,1498
赖有,1159
赖有苏,177
赖有苏司,223
月,6
月林,1173
月林散,965
月林散清,1505
熊,708
熊螭,1706
熊螭以,1034
熊螭以为,1701
复,1907
复归,1834
复归虚,1634
复归虚无,1
风,1529
风帆,2095
风帆明,1845
风帆明日,1276
少,1620
少壮,114
少壮几,1199
少壮几时,738
